Date,adj_close
12-05-2014,84.755745
19-05-2014,87.521103
26-05-2014,88.461037
02-06-2014,96.998993
09-06-2014,88.31015
16-06-2014,90.768791
23-06-2014,89.1297
30-06-2014,93.210693
07-07-2014,85.374832
14-07-2014,92.591866
21-07-2014,90.166679
28-07-2014,89.698357
04-08-2014,87.189545
11-08-2014,90.459373
18-08-2014,97.65966
25-08-2014,95.677696
01-09-2014,102.300957
08-09-2014,105.871826
15-09-2014,97.408775
22-09-2014,95.928566
29-09-2014,93.235786
06-10-2014,95.84494
13-10-2014,100.068123
20-10-2014,103.856415
27-10-2014,114.485397
03-11-2014,113.088837
10-11-2014,115.313324
17-11-2014,117.57962
24-11-2014,118.742035
01-12-2014,125.540909
08-12-2014,116.89386
15-12-2014,121.83625
22-12-2014,123.935272
29-12-2014,132.498688
05-01-2015,127.757019
12-01-2015,134.24649
19-01-2015,146.548035
26-01-2015,144.248291
02-02-2015,135.609604
09-02-2015,139.665527
16-02-2015,137.992981
23-02-2015,137.282166
02-03-2015,143.286575
09-03-2015,134.363571
16-03-2015,139.163757
23-03-2015,136.479324
30-03-2015,141.789642
06-04-2015,140.928284
13-04-2015,135.375443
20-04-2015,137.80899
27-04-2015,140.401428
04-05-2015,138.168594
11-05-2015,142.090698
18-05-2015,144.984207
25-05-2015,155.570892
01-06-2015,145.185394
08-06-2015,142.020355
15-06-2015,146.331497
22-06-2015,150.007858
29-06-2015,153.640167
06-07-2015,142.796204
13-07-2015,145.388168
20-07-2015,142.496445
27-07-2015,146.164001
03-08-2015,144.841568
10-08-2015,140.495178
17-08-2015,122.042831
24-08-2015,119.318611
31-08-2015,114.117058
07-09-2015,125.357735
14-09-2015,136.060623
21-09-2015,127.112144
28-09-2015,128.469849
05-10-2015,127.949692
12-10-2015,136.39563
19-10-2015,135.972458
26-10-2015,133.768402
02-11-2015,133.733139
09-11-2015,130.144928
16-11-2015,128.928299
23-11-2015,134.482498
30-11-2015,130.47995
07-12-2015,120.006287
14-12-2015,126.724258
21-12-2015,127.720474
28-12-2015,129.148712
04-01-2016,122.316139
11-01-2016,117.026405
18-01-2016,120.605797
25-01-2016,131.678955
01-02-2016,137.012756
08-02-2016,128.44342
15-02-2016,125.639862
22-02-2016,121.055428
29-02-2016,133.838928
07-03-2016,141.165192
14-03-2016,143.572021
21-03-2016,149.743393
28-03-2016,150.863022
04-04-2016,149.769836
11-04-2016,153.428558
18-04-2016,154.41597
25-04-2016,166.264969
02-05-2016,160.490341
09-05-2016,167.605026
16-05-2016,172.392227
23-05-2016,180.820541
30-05-2016,185.034668
06-06-2016,197.095306
13-06-2016,198.494781
20-06-2016,200.283539
27-06-2016,209.403336
04-07-2016,207.651672
11-07-2016,218.578751
18-07-2016,214.408096
25-07-2016,225.576172
01-08-2016,233.268677
08-08-2016,239.246597
15-08-2016,247.634216
22-08-2016,245.882553
29-08-2016,257.347198
05-09-2016,236.568115
12-09-2016,216.836334
19-09-2016,228.579025
26-09-2016,232.573563
03-10-2016,236.113983
10-10-2016,233.546722
17-10-2016,244.195786
24-10-2016,235.835938
31-10-2016,221.711365
07-11-2016,225.196167
14-11-2016,218.866058
21-11-2016,216.447083
28-11-2016,213.193985
05-12-2016,226.095184
12-12-2016,219.116302
19-12-2016,208.476532
26-12-2016,214.361755
02-01-2017,231.099945
09-01-2017,244.316223
16-01-2017,251.851196
23-01-2017,259.274933
30-01-2017,259.098846
06-02-2017,261.88855
13-02-2017,267.087921
20-02-2017,268.172302
27-02-2017,265.762634
06-03-2017,274.585815
13-03-2017,279.507172
20-03-2017,283.427612
27-03-2017,286.708496
03-04-2017,288.525024
10-04-2017,299.618958
17-04-2017,286.226563
24-04-2017,302.186218
01-05-2017,298.200958
08-05-2017,274.910217
15-05-2017,265.08606
22-05-2017,276.856506
29-05-2017,274.660004
05-06-2017,287.516724
12-06-2017,278.768402
19-06-2017,277.204132
26-06-2017,282.630829
03-07-2017,290.790131
10-07-2017,302.155212
17-07-2017,304.675446
24-07-2017,355.697693
31-07-2017,349.150879
07-08-2017,335.912537
14-08-2017,332.310852
21-08-2017,332.059845
28-08-2017,343.067657
04-09-2017,345.491302
11-09-2017,356.315674
18-09-2017,348.243225
25-09-2017,337.959595
02-10-2017,353.216064
09-10-2017,356.981934
16-10-2017,345.491302
23-10-2017,296.487122
30-10-2017,314.736969
06-11-2017,293.590332
13-11-2017,295.569824
20-11-2017,302.280731
27-11-2017,296.294067
04-12-2017,301.94281
11-12-2017,305.032715
18-12-2017,299.480469
25-12-2017,304.308472
01-01-2018,321.399628
08-01-2018,329.172668
15-01-2018,337.332001
22-01-2018,349.160583
29-01-2018,337.042297
05-02-2018,314.350739
12-02-2018,301.073761
19-02-2018,312.322998
26-02-2018,310.005524
05-03-2018,292.817871
12-03-2018,302.135895
19-03-2018,276.78891
26-03-2018,294.362823
02-04-2018,303.680878
09-04-2018,298.901123
16-04-2018,297.935547
23-04-2018,336.897461
30-04-2018,333.22821
07-05-2018,338.20105
14-05-2018,333.614441
21-05-2018,327.724274
28-05-2018,330.910767
04-06-2018,326.034485
11-06-2018,321.810699
18-06-2018,326.141754
25-06-2018,330.570099
02-07-2018,343.17392
09-07-2018,365.948364
16-07-2018,376.167664
23-07-2018,360.108734
30-07-2018,363.223206
06-08-2018,372.615234
13-08-2018,382.688568
20-08-2018,364.196503
27-08-2018,334.3172
03-09-2018,314.754517
10-09-2018,314.462524
17-09-2018,220.444946
24-09-2018,178.740448
01-10-2018,200.492981
08-10-2018,239.861618
15-10-2018,212.07486
22-10-2018,175.869339
29-10-2018,203.510117
05-11-2018,221.807526
12-11-2018,185.893982
19-11-2018,190.322342
26-11-2018,165.260727
03-12-2018,161.756943
10-12-2018,175.528687
17-12-2018,178.059174
24-12-2018,176.599274
31-12-2018,184.580063
07-01-2019,179.324417
14-01-2019,193.290802
21-01-2019,213.729416
28-01-2019,180.638336
04-02-2019,170.419052
11-02-2019,213.145447
18-02-2019,216.065262
25-02-2019,231.248215
04-03-2019,226.089905
11-03-2019,238.499069
18-03-2019,245.847229
25-03-2019,267.745728
01-04-2019,259.716278
08-04-2019,260.73819
15-04-2019,248.96167
22-04-2019,230.858902
29-04-2019,171.197632
06-05-2019,159.469788
13-05-2019,130.563751
20-05-2019,137.425278
27-05-2019,143.848846
03-06-2019,136.160034
10-06-2019,115.050003
17-06-2019,109.599998
24-06-2019,108.75
01-07-2019,88.150002
08-07-2019,94.199997
15-07-2019,83.25
22-07-2019,96.050003
29-07-2019,88.300003
05-08-2019,82.150002
12-08-2019,79.449997
19-08-2019,59.25
26-08-2019,59.950001
30-08-2019,59.950001
